,imo,created_at,updated_at,created_by_id,updated_by_id,adjusted_date,speed,mean_draft,sea_state,me_actual_steaming_time,ae_t_steaming,aux_running,blr_running,distance,actual_total_fo,total_co_2,activity_time,status,derived_rpm,slip
5351,9235581,,,,,2023-07-05,5.38,9.05,3.0,1.3,4.5,3,1,7.0,0.9,2.8,1.5,SAIL,22.5292624951037,
5352,9235581,,,,,2023-07-05,8.33,9.05,1.0,0.36,1.2,2,1,3.0,0.3,0.93,0.6,SAIL,34.8667157662318,
5353,9235581,,,,,2023-07-05,4.89,9.05,1.6,6.14,51.7,2,1,30.0,8.39,26.13,24.0,SAIL,20.4430255306897,23.8
5354,9235581,,,,,2023-07-05,0.0,9.05,2.0,0.0,36.8,3,1,0.0,5.4,16.82,17.3,PORT,0.0,
5355,9235581,,,,,2023-07-06,10.0,8.3,2.0,1.7,1.7,1,0,17.0,1.3,4.05,1.7,SAIL,41.8400589194782,3.6
5356,9235581,,,,,2023-07-06,14.78,9.05,1.0,2.3,25.0,3,1,34.0,5.1,15.88,11.0,SAIL,61.8505218809678,
5357,9235581,,,,,2023-07-06,6.78,8.3,3.0,1.18,3.9,3,1,8.0,0.9,2.8,1.3,SAIL,28.3661416403242,
5358,9235581,,,,,2023-07-06,11.39,8.49,1.75,5.18,49.6,2,1,59.0,10.6,33.01,24.0,SAIL,47.6556655646567,3.6
5359,9235581,,,,,2023-07-06,0.0,8.3,1.0,0.0,19.0,3,1,0.0,3.3,10.28,10.0,PORT,0.0,
5360,9235581,,,,,2023-07-07,10.29,8.3,1.0,24.0,24.0,1,1,247.0,19.66,61.28,24.0,SAIL,43.0603939712963,3.0
5361,9235581,,,,,2023-07-08,9.8,8.3,2.0,9.8,9.8,1,1,96.0,7.5,23.36,9.8,SAIL,40.9861801660195,8.7
5362,9235581,,,,,2023-07-08,10.0,8.3,2.0,0.3,0.5,1,0,3.0,0.04,0.12,0.5,SAIL,41.8400589194782,
5363,9235581,,,,,2023-07-08,11.26,8.3,2.0,11.28,25.0,1,1,127.0,12.5,38.92,24.0,SAIL,47.1071585352281,8.7
5364,9235581,,,,,2023-07-09,10.0,8.3,2.0,3.0,6.9,3,1,30.0,3.34,10.4,2.9,SAIL,41.8400589194782,
5365,9235581,,,,,2023-07-09,10.0,8.3,2.0,3.0,28.0,2,1,30.0,9.74,30.33,24.0,SAIL,41.8400589194782,0.0
5366,9235581,,,,,2023-07-09,0.0,8.3,2.0,0.0,21.1,1,1,0.0,6.4,19.93,21.1,PORT,0.0,
5367,9235581,,,,,2023-07-10,17.67,8.8,2.0,4.3,4.3,1,0,76.0,4.6,14.32,4.3,SAIL,73.9498715786127,5.1
5368,9235581,,,,,2023-07-10,11.27,8.8,3.0,1.42,5.1,3,1,16.0,1.3,4.05,1.7,SAIL,47.1437283599755,
5369,9235581,,,,,2023-07-10,16.08,8.8,2.33,5.72,30.4,2,1,92.0,9.9,30.83,24.0,SAIL,67.2951996606992,5.1
5370,9235581,,,,,2023-07-10,0.0,8.8,2.0,0.0,21.0,3,1,0.0,4.0,12.46,18.0,PORT,0.0,
5371,9235581,,,,,2023-07-11,15.89,8.8,2.0,20.7,20.7,1,0,329.0,31.8,99.03,20.7,SAIL,66.4994173164654,8.6
5372,9235581,,,,,2023-07-11,16.33,8.8,2.0,20.7,27.3,2,0,338.0,32.6,101.52,24.0,SAIL,68.3185503129644,8.6
5373,9235581,,,,,2023-07-12,10.67,10.0,2.0,3.0,3.0,1,1,32.0,1.9,5.92,3.0,SAIL,44.6293961807768,1.4
5374,9235581,,,,,2023-07-12,8.04,10.0,3.0,2.24,7.2,3,1,18.0,1.6,4.98,2.4,SAIL,33.6214759174378,
5375,9235581,,,,,2023-07-12,15.38,8.8,2.0,1.3,9.0,3,1,20.0,1.3,4.05,3.0,SAIL,64.3693214145819,
5376,9235581,,,,,2023-07-12,11.26,9.76,2.2,6.66,36.8,2,1,75.0,8.7,27.09,24.0,SAIL,47.1171834678809,1.4
5377,9235581,,,,,2023-07-12,0.0,10.0,2.0,0.0,15.5,3,1,0.0,3.3,10.28,13.5,PORT,0.0,
5378,9235581,,,,,2023-07-13,13.51,10.0,2.0,1.48,19.2,3,1,20.0,4.9,15.26,13.2,SAIL,56.540620161457,
5379,9235581,,,,,2023-07-13,13.51,10.0,2.0,1.48,30.0,2,1,20.0,7.7,23.98,24.0,SAIL,56.540620161457,0.0
5380,9235581,,,,,2023-07-13,0.0,10.0,2.0,0.0,10.8,2,1,0.0,2.8,8.72,10.8,PORT,0.0,
5381,9235581,,,,,2023-07-14,0.0,10.0,2.0,0.0,37.2,3,1,0.0,7.3,22.73,7.8,PORT,0.0,
5383,9235581,,,,,2023-07-15,5.71,9.3,2.0,0.7,2.1,3,0,4.0,0.3,0.93,0.7,SAIL,23.9086050968447,46.2
5384,9235581,,,,,2023-07-15,8.46,9.3,2.0,1.3,4.5,3,1,11.0,0.9,2.8,1.5,SAIL,35.40312677802,
5385,9235581,,,,,2023-07-15,7.26,9.3,3.0,1.24,4.2,3,1,9.0,1.0,3.11,1.4,SAIL,30.3677846996213,
5386,9235581,,,,,2023-07-15,7.41,9.3,2.2,3.24,34.7,3,1,24.0,8.2,25.76,24.0,SAIL,30.9926362366505,46.2
5387,9235581,,,,,2023-07-15,0.0,9.3,2.0,0.0,22.3,3,1,0.0,5.8,18.28,19.6,PORT,0.0,
5388,9235581,,,,,2023-07-15,0.0,9.3,2.0,0.0,1.6,2,1,0.0,0.2,0.62,0.8,PORT,0.0,
5389,9235581,,,,,2023-07-16,14.0,9.3,3.0,17.5,35.0,2,0,245.0,16.0,49.82,17.5,SAIL,58.5760824872695,0.1
5390,9235581,,,,,2023-07-16,7.69,9.3,3.0,1.3,4.5,3,1,10.0,1.0,3.11,1.5,SAIL,32.1846607072909,
5391,9235581,,,,,2023-07-16,13.56,9.3,2.67,18.8,50.5,3,1,255.0,18.5,57.61,24.0,SAIL,56.7511437471646,0.1
5392,9235581,,,,,2023-07-16,0.0,9.3,2.0,0.0,11.0,3,1,0.0,1.5,4.67,5.0,PORT,0.0,
5393,9235581,,,,,2023-07-17,14.44,9.3,4.0,25.0,50.0,2,0,361.0,19.7,61.35,24.0,SAIL,60.4170450797265,1.4
5394,9235581,,,,,2023-07-18,14.33,9.3,2.0,24.0,48.0,2,0,344.0,18.8,58.54,24.0,SAIL,59.9707511179188,3.7
5395,9235581,,,,,2023-07-19,14.21,9.3,2.0,24.0,48.0,2,0,341.0,16.8,52.32,24.0,SAIL,59.4477503814253,3.8
5396,9235581,,,,,2023-07-20,12.29,9.3,3.0,3.5,7.0,2,0,43.0,2.0,6.23,3.5,SAIL,51.4035009582161,3.4
5397,9235581,,,,,2023-07-20,8.74,9.0,3.0,4.12,12.6,3,1,36.0,2.4,7.47,4.2,SAIL,36.5592747840101,
5398,9235581,,,,,2023-07-20,10.37,9.1,3.0,7.62,35.9,2,1,79.0,8.5,26.47,24.0,SAIL,43.3774889060207,3.4
5399,9235581,,,,,2023-07-20,0.0,9.0,3.0,0.0,16.3,1,1,0.0,4.1,12.77,16.3,PORT,0.0,
5400,9235581,,,,,2023-07-21,9.73,5.9,3.0,18.4,24.4,2,1,179.0,12.0,37.59,19.4,SAIL,40.7031007966663,4.9
5401,9235581,,,,,2023-07-21,10.55,5.9,3.0,2.18,6.9,3,0,23.0,1.2,3.74,2.3,SAIL,44.1431814288073,
5402,9235581,,,,,2023-07-21,9.82,5.9,3.0,20.58,37.6,3,1,202.0,13.6,42.57,24.0,SAIL,41.0675019520632,4.9
5403,9235581,,,,,2023-07-21,0.0,5.9,3.0,0.0,6.3,3,1,0.0,0.4,1.25,2.3,PORT,0.0,
5404,9235581,,,,,2023-07-22,9.33,5.9,2.0,24.0,32.0,2,1,224.0,12.15,37.95,24.0,SAIL,39.0507216581797,6.3
5405,9235581,,,,,2023-07-23,10.85,5.9,3.0,4.7,9.4,2,1,51.0,2.3,7.25,4.7,SAIL,45.4009149977317,-7.3
5406,9235581,,,,,2023-07-23,16.67,5.9,3.0,0.12,0.4,2,0,2.0,0.1,0.32,0.2,SAIL,69.7334315324637,
5407,9235581,,,,,2023-07-23,13.37,5.9,3.0,6.06,36.9,2,1,81.0,7.8,24.58,24.0,SAIL,55.9248312290055,-7.3
5408,9235581,,,,,2023-07-25,9.88,5.9,3.0,5.06,13.9,2,1,50.0,5.1,16.07,10.4,SAIL,41.3439317386148,
5409,9235581,,,,,2023-07-25,18.77,6.13,3.0,5.06,32.7,2,1,95.0,11.14,35.1,24.0,SAIL,78.5534703033682,0.0
5410,9235581,,,,,2023-07-25,0.0,6.25,3.0,0.0,6.6,2,1,0.0,1.34,4.22,4.6,PORT,0.0,
5411,9235581,,,,,2023-07-26,9.98,6.25,3.0,11.42,24.0,1,1,114.0,11.01,34.69,24.0,SAIL,41.7667838600746,
5413,9235581,,,,,2023-07-27,6.58,6.25,3.0,24.0,24.0,2,1,158.0,11.3,35.61,24.0,SAIL,27.5447054553232,
5415,9235581,,,,,2023-07-28,11.53,6.25,5.0,17.0,17.0,1,1,196.0,11.35,35.76,17.0,SAIL,48.2391267542219,0.0
5416,9235581,,,,,2023-07-28,8.57,6.25,3.0,7.0,13.0,3,1,60.0,4.1,12.92,7.0,SAIL,35.862907645267,
5417,9235581,,,,,2023-07-28,10.67,6.25,4.0,24.0,30.0,2,1,256.0,15.45,48.68,24.0,SAIL,44.6293961807768,0.0
5418,9235581,,,,,2023-07-29,10.0,6.25,3.0,16.4,16.4,1,1,164.0,10.2,32.14,16.4,SAIL,41.8400589194782,-724.0
5419,9235581,,,,,2023-07-29,10.74,6.25,3.0,16.76,24.0,1,1,180.0,12.5,39.39,24.0,SAIL,44.9356241378644,-724.0
5420,9235581,,,,,2023-07-30,10.56,7.05,2.0,3.6,3.6,1,0,38.0,2.6,8.19,3.6,SAIL,44.164506637227,3.8
5421,9235581,,,,,2023-07-30,12.14,6.25,3.0,4.12,7.4,2,1,50.0,4.4,13.86,5.2,SAIL,50.7767705333474,
5422,9235581,,,,,2023-07-30,12.26,7.05,3.0,2.12,4.4,2,1,26.0,3.0,9.45,2.2,SAIL,51.3132798069072,
5423,9235581,,,,,2023-07-30,11.59,6.85,2.75,9.84,31.6,2,1,114.0,13.6,42.85,24.0,SAIL,48.4732389920784,3.8
5424,9235581,,,,,2023-07-30,0.0,7.05,3.0,0.0,16.2,3,1,0.0,3.6,11.34,13.0,PORT,0.0,
5425,9235581,,,,,2023-07-31,8.49,7.05,1.0,21.8,21.8,1,1,185.0,13.8,43.48,21.8,SAIL,35.5064720188233,10.0
5426,9235581,,,,,2023-08-01,15.25,8.1,3.0,4.0,4.0,1,0,61.0,6.7,21.11,4.0,SAIL,63.8060898522043,10.2
5427,9235581,,,,,2023-08-01,4.19,7.05,1.0,4.3,10.1,3,1,18.0,2.2,6.93,4.5,SAIL,17.5144432686188,
5428,9235581,,,,,2023-08-01,7.41,8.1,3.0,0.54,2.7,3,1,4.0,0.87,2.74,0.9,SAIL,30.9926362366505,
5429,9235581,,,,,2023-08-01,9.39,7.84,2.0,8.84,35.6,2,1,83.0,14.47,45.59,26.2,SAIL,39.2842182162522,10.2
5430,9235581,,,,,2023-08-01,0.0,8.1,1.0,0.0,18.8,2,1,0.0,4.7,14.81,16.8,PORT,0.0,
5431,9235581,,,,,2023-08-02,13.33,9.75,2.0,0.3,0.6,2,1,4.0,0.27,0.85,0.3,SAIL,55.786745225971,-25.7
5432,9235581,,,,,2023-08-02,15.08,8.1,2.0,6.5,7.5,3,0,98.0,10.29,32.42,6.5,SAIL,63.0819349862902,8.0
5433,9235581,,,,,2023-08-02,7.86,8.1,2.0,3.18,9.9,3,1,25.0,2.1,6.62,3.3,SAIL,32.8931280813508,
5434,9235581,,,,,2023-08-02,9.56,9.75,3.0,1.36,4.8,3,1,13.0,1.4,4.41,1.6,SAIL,39.9941739671483,
5435,9235581,,,,,2023-08-02,3.77,9.75,2.0,1.06,3.3,3,1,4.0,0.67,2.11,1.1,SAIL,15.7887014790484,
5436,9235581,,,,,2023-08-02,11.61,9.28,2.14,12.4,39.3,3,1,144.0,17.87,56.31,24.0,SAIL,48.5884555193941,-17.7
5437,9235581,,,,,2023-08-02,0.0,9.75,2.0,0.0,1.0,1,1,0.0,0.26,0.82,1.0,PORT,0.0,
5438,9235581,,,,,2023-08-02,0.0,9.75,2.0,0.0,12.2,3,1,0.0,2.88,9.07,10.2,PORT,0.0,
5439,9235581,,,,,2023-08-03,8.62,9.75,2.0,2.9,2.9,1,1,25.0,1.7,5.36,2.9,SAIL,36.069016309895,-4.9
5440,9235581,,,,,2023-08-03,8.18,9.75,3.0,3.18,8.4,3,1,26.0,3.23,10.18,3.3,SAIL,34.2088532046048,
5441,9235581,,,,,2023-08-03,8.39,9.75,2.33,6.08,31.7,2,1,51.0,9.96,31.38,16.7,SAIL,35.0961020541676,-4.9
5442,9235581,,,,,2023-08-03,0.0,9.75,2.0,0.0,20.4,3,1,0.0,5.03,15.85,10.5,PORT,0.0,
5443,9235581,,,,,2023-08-04,6.25,9.75,3.0,1.6,1.6,1,1,10.0,0.7,2.21,1.6,SAIL,26.1500368246739,12.1
5444,9235581,,,,,2023-08-04,15.52,6.8,2.0,5.8,5.8,1,0,90.0,10.16,32.01,5.8,SAIL,64.924229357811,5.8
5445,9235581,,,,,2023-08-04,6.31,9.75,3.0,4.12,6.8,3,1,26.0,2.8,8.82,4.2,SAIL,26.4039206773406,
5446,9235581,,,,,2023-08-04,7.35,6.8,3.0,1.36,3.2,2,1,10.0,1.6,5.04,1.6,SAIL,30.7647492054987,
5447,9235581,,,,,2023-08-04,10.56,7.98,2.8,12.88,31.4,2,1,136.0,18.46,58.17,24.0,SAIL,44.1789442006913,17.9
5448,9235581,,,,,2023-08-04,0.0,6.8,3.0,0.0,14.0,3,1,0.0,3.2,10.08,10.8,PORT,0.0,
5449,9235581,,,,,2023-08-05,12.0,6.8,5.0,25.0,28.0,2,0,300.0,36.1,115.01,12.0,SAIL,50.2080707033739,0.0
5450,9235581,,,,,2023-08-06,13.87,6.8,2.0,7.5,7.5,1,0,104.0,15.15,47.74,7.5,SAIL,58.0182150350098,19.1
5451,9235581,,,,,2023-08-06,10.23,6.8,2.0,3.42,11.1,3,1,35.0,3.29,10.37,3.7,SAIL,42.818773748004,
5452,9235581,,,,,2023-08-06,12.73,6.8,2.0,10.92,18.6,2,0,139.0,18.44,58.1,11.2,SAIL,53.2579504561124,19.1
5453,9235581,,,,,2023-08-07,17.09,8.3,3.0,11.0,11.0,1,0,188.0,26.4,82.21,11.0,SAIL,71.5084643351082,2.5
5454,9235581,,,,,2023-08-07,11.65,8.3,5.0,2.06,7.5,3,1,24.0,3.6,11.33,1.8,SAIL,48.7456997120135,
5455,9235581,,,,,2023-08-07,16.23,8.3,3.0,13.06,44.5,2,1,212.0,36.7,114.67,36.8,SAIL,67.9180129473919,2.5
5456,9235581,,,,,2023-08-07,0.0,8.3,2.0,0.0,12.2,3,1,0.0,3.2,10.11,23.0,PORT,0.0,
5457,9235581,,,,,2023-08-07,0.0,8.3,2.0,0.0,13.8,1,1,0.0,3.5,11.03,1.0,PORT,0.0,
5458,9235581,,,,,2023-08-08,17.35,8.3,4.0,23.0,46.0,2,0,399.0,52.4,163.17,24.0,SAIL,72.5834065603122,3.7
5459,9235581,,,,,2023-08-09,16.58,8.3,2.0,24.0,48.0,2,0,398.0,60.0,186.84,24.0,SAIL,69.3847643748014,10.3
5460,9235581,,,,,2023-08-10,16.35,8.3,3.0,17.0,34.0,2,0,278.0,37.82,118.59,17.0,SAIL,68.4208022330291,9.1
5461,9235581,,,,,2023-08-10,11.22,8.3,3.0,6.24,14.2,3,1,70.0,6.86,21.62,6.4,SAIL,46.935963531466,
5462,9235581,,,,,2023-08-10,14.97,8.3,3.0,23.24,48.8,2,1,348.0,44.86,140.77,24.0,SAIL,62.6520675730569,9.1
5463,9235581,,,,,2023-08-10,0.0,8.3,3.0,0.0,0.6,1,1,0.0,0.18,0.57,0.6,PORT,0.0,
5464,9235581,,,,,2023-08-11,0.0,8.3,3.0,0.0,30.2,3,1,0.0,7.73,24.37,16.1,PORT,0.0,
5466,9235581,,,,,2023-08-12,10.0,10.0,1.0,0.8,2.4,3,1,8.0,1.0,3.11,0.8,SAIL,41.8400589194782,0.0
5467,9235581,,,,,2023-08-12,3.32,10.0,1.0,5.12,11.4,3,1,17.0,3.1,9.65,5.2,SAIL,13.892207063108,
5468,9235581,,,,,2023-08-12,7.55,10.0,3.0,1.06,3.3,3,1,8.0,1.5,4.67,1.6,SAIL,31.5774029580968,
5469,9235581,,,,,2023-08-12,4.73,10.0,1.8,6.98,35.5,2,1,33.0,12.45,39.01,24.0,SAIL,19.7811166811287,0.0
5470,9235581,,,,,2023-08-12,0.0,10.0,3.0,0.0,16.0,2,1,0.0,6.05,19.08,14.0,PORT,0.0,
5471,9235581,,,,,2023-08-12,0.0,10.0,1.0,0.0,2.4,1,1,0.0,0.8,2.49,2.4,PORT,0.0,
5472,9235581,,,,,2023-08-13,17.16,9.3,2.0,19.4,19.4,1,0,333.0,41.6,129.54,19.4,SAIL,71.8182454648776,5.8
5473,9235581,,,,,2023-08-13,6.62,9.3,3.0,1.36,4.8,3,1,9.0,1.63,5.08,1.6,SAIL,27.6882742849488,
5474,9235581,,,,,2023-08-13,16.47,9.3,2.0,20.76,31.7,2,1,342.0,44.27,137.86,24.0,SAIL,68.9272646939381,5.8
5475,9235581,,,,,2023-08-13,0.0,9.3,1.0,0.0,7.5,3,1,0.0,1.04,3.24,3.0,PORT,0.0,
5476,9235581,,,,,2023-08-14,15.0,9.3,2.0,2.0,2.0,1,0,30.0,3.8,11.83,2.0,SAIL,62.7600883792173,20.6
5477,9235581,,,,,2023-08-14,9.75,9.3,2.0,2.36,5.2,2,0,23.0,2.12,6.6,2.6,SAIL,40.7763286079661,
5478,9235581,,,,,2023-08-14,12.16,9.3,2.0,4.36,26.6,1,0,53.0,11.42,35.56,24.0,SAIL,50.8606220810171,20.6
5479,9235581,,,,,2023-08-14,0.0,9.3,2.0,0.0,19.4,1,1,0.0,5.5,17.13,19.4,PORT,0.0,
5480,9235581,,,,,2023-08-15,16.95,10.0,2.0,5.9,5.9,1,0,100.0,11.0,34.25,5.9,SAIL,70.9153541008105,6.1
5481,9235581,,,,,2023-08-15,10.14,10.0,3.0,1.48,5.4,3,1,15.0,1.8,5.61,1.8,SAIL,42.4054651210928,
5482,9235581,,,,,2023-08-15,15.58,10.0,2.33,7.38,30.2,2,1,115.0,17.1,53.25,24.0,SAIL,65.1979237905148,6.1
5483,9235581,,,,,2023-08-15,0.0,10.0,2.0,0.0,18.9,3,1,0.0,4.3,13.39,16.3,PORT,0.0,
5484,9235581,,,,,2023-08-16,14.9,10.0,2.0,20.0,20.0,1,0,298.0,29.7,92.49,20.0,SAIL,62.3416877900226,12.6
5485,9235581,,,,,2023-08-17,7.4,10.0,2.0,5.0,11.0,3,0,37.0,1.3,4.05,5.0,SAIL,30.9616436004139,
5486,9235581,,,,,2023-08-17,7.4,10.0,2.0,5.0,34.0,2,0,37.0,7.8,24.29,28.0,SAIL,30.9616436004139,0.0
5487,9235581,,,,,2023-08-17,0.0,10.0,2.0,0.0,23.0,1,1,0.0,6.5,20.24,23.0,PORT,0.0,
5488,9235581,,,,,2023-08-18,6.81,9.85,1.0,4.7,9.4,2,0,32.0,1.8,5.61,4.7,SAIL,28.4868486260277,4.3
5489,9235581,,,,,2023-08-18,1.93,9.85,1.0,5.18,15.9,3,1,10.0,2.4,7.47,5.3,SAIL,8.07723145163672,
5490,9235581,,,,,2023-08-18,10.71,9.85,3.0,1.12,5.4,3,1,12.0,1.1,3.43,1.8,SAIL,44.8286345565838,
5491,9235581,,,,,2023-08-18,4.91,9.85,1.6,11.0,48.9,3,1,54.0,9.5,29.58,24.0,SAIL,20.5396652877439,4.3
5492,9235581,,,,,2023-08-18,0.0,9.85,2.0,0.0,3.0,3,1,0.0,0.4,1.25,1.0,PORT,0.0,
5493,9235581,,,,,2023-08-18,0.0,9.85,1.0,0.0,15.2,3,1,0.0,3.8,11.83,11.2,PORT,0.0,
5494,9235581,,,,,2023-08-19,0.0,9.7,1.0,0.0,48.5,3,1,0.0,7.57,23.57,22.1,PORT,0.0,
5496,9235581,,,,,2023-08-20,6.25,9.7,2.0,0.8,2.4,3,1,5.0,0.6,1.87,0.8,SAIL,26.1500368246739,4.7
5497,9235581,,,,,2023-08-20,13.0,9.15,4.0,9.0,18.0,2,0,117.0,8.4,26.16,9.0,SAIL,54.3920765953217,3.8
5498,9235581,,,,,2023-08-20,8.78,9.15,3.0,1.48,5.4,3,1,13.0,1.6,4.98,1.8,SAIL,36.7514031049471,
5499,9235581,,,,,2023-08-20,8.45,9.7,2.0,1.42,5.1,3,1,12.0,1.3,4.05,1.7,SAIL,35.3577962699816,
5500,9235581,,,,,2023-08-20,7.14,9.7,3.0,1.12,3.6,3,1,8.0,1.5,4.67,1.2,SAIL,29.8857563710559,
5501,9235581,,,,,2023-08-20,11.22,9.42,2.67,13.82,54.0,3,1,155.0,16.7,52.0,24.0,SAIL,46.9262600037563,8.5
5502,9235581,,,,,2023-08-20,0.0,9.15,2.0,0.0,19.5,3,1,0.0,3.3,10.28,9.5,PORT,0.0,
5503,9235581,,,,,2023-08-21,13.25,9.15,3.0,24.0,48.0,2,0,318.0,25.3,78.78,24.0,SAIL,55.4380780683086,1.2
5504,9235581,,,,,2023-08-22,13.28,9.15,6.0,25.0,50.0,2,0,332.0,24.1,75.05,24.0,SAIL,55.5635982450671,1.5
5505,9235581,,,,,2023-08-23,13.21,9.15,2.0,24.0,48.0,2,0,317.0,27.0,84.08,24.0,SAIL,55.2637444894775,4.7
5506,9235581,,,,,2023-08-24,12.86,9.15,2.0,19.6,39.2,2,0,252.0,21.6,67.26,19.6,SAIL,53.7943614679006,3.8
5507,9235581,,,,,2023-08-24,9.32,9.15,2.0,3.54,12.6,3,1,33.0,3.7,11.52,4.2,SAIL,39.0034447554458,
5508,9235581,,,,,2023-08-24,12.32,9.15,2.0,23.14,52.2,2,0,285.0,25.36,78.97,24.0,SAIL,51.531619671786,3.8
5509,9235581,,,,,2023-08-24,0.0,9.15,2.0,0.0,0.4,2,0,0.0,0.06,0.19,0.2,PORT,0.0,
5510,9235581,,,,,2023-08-25,10.61,6.4,3.0,3.3,6.6,2,1,35.0,2.1,6.54,3.3,SAIL,44.3758200661133,1.2
5511,9235581,,,,,2023-08-25,12.62,6.4,3.0,2.06,6.2,3,1,26.0,3.14,9.78,2.4,SAIL,52.8078413546812,
5512,9235581,,,,,2023-08-25,11.38,6.4,2.67,5.36,50.7,3,1,61.0,11.54,35.94,24.0,SAIL,47.6164849643316,1.2
5513,9235581,,,,,2023-08-25,0.0,6.4,2.0,0.0,37.9,3,1,0.0,6.3,19.62,18.3,PORT,0.0,
5514,9235581,,,,,2023-08-26,9.39,6.4,3.0,23.0,46.0,3,1,216.0,15.7,48.89,24.0,SAIL,39.2932727243795,4.8
5515,9235581,,,,,2023-08-27,10.05,6.4,2.0,19.1,38.2,2,1,192.0,12.0,37.37,19.1,SAIL,42.0591168195802,4.8
5516,9235581,,,,,2023-08-27,10.43,6.4,2.0,19.46,48.0,2,1,203.0,13.7,42.66,24.0,SAIL,43.6461046282327,4.8
5517,9235581,,,,,2023-08-28,9.43,6.4,2.0,5.3,51.0,3,1,50.0,8.79,27.7,22.0,SAIL,39.471753697621,
5518,9235581,,,,,2023-08-28,9.43,6.4,2.0,5.3,53.0,2,1,50.0,9.29,29.31,24.0,SAIL,39.471753697621,0.0
5519,9235581,,,,,2023-08-28,0.0,6.4,2.0,0.0,2.0,1,1,0.0,0.5,1.6,2.0,PORT,0.0,
5520,9235581,,,,,2023-08-29,17.04,6.4,5.0,18.9,37.8,2,0,322.0,27.4,85.91,18.9,SAIL,71.2830633442962,1.2
5521,9235581,,,,,2023-08-29,13.38,6.4,3.0,1.42,5.2,3,1,19.0,1.7,5.45,2.1,SAIL,55.9831774274709,
5522,9235581,,,,,2023-08-29,16.78,6.4,3.33,20.32,47.0,3,1,341.0,29.8,93.61,24.0,SAIL,70.2138784032582,1.2
5523,9235581,,,,,2023-08-29,0.0,6.4,2.0,0.0,4.0,3,1,0.0,0.7,2.24,3.0,PORT,0.0,
5524,9235581,,,,,2023-08-30,15.67,6.4,5.0,3.0,6.0,2,0,47.0,7.2,22.42,3.0,SAIL,65.5494256405159,3.7
5525,9235581,,,,,2023-08-30,9.24,6.4,5.0,21.0,42.0,2,1,194.0,17.2,53.56,21.0,SAIL,38.6522449065656,
5526,9235581,,,,,2023-08-30,10.04,6.4,5.0,24.0,48.0,2,0,241.0,24.4,75.98,24.0,SAIL,42.0143924983094,3.7
5527,9235581,,,,,2023-08-31,9.02,6.4,5.0,22.18,51.2,3,1,200.0,20.3,63.21,23.6,SAIL,37.7277357254087,
5528,9235581,,,,,2023-08-31,9.02,6.4,5.0,22.18,52.0,2,0,200.0,20.4,63.53,24.0,SAIL,37.7277357254087,0.0
5529,9235581,,,,,2023-08-31,0.0,6.4,5.0,0.0,0.8,2,0,0.0,0.1,0.31,0.4,PORT,0.0,
5530,9235581,,,,,2023-09-01,16.8,7.65,5.0,7.5,15.0,2,0,126.0,14.0,43.6,7.5,SAIL,70.2912989847234,1.9
5531,9235581,,,,,2023-09-01,12.26,7.65,5.0,2.12,8.1,3,1,26.0,2.8,8.72,2.7,SAIL,51.3132798069072,
5532,9235581,,,,,2023-09-01,15.8,7.65,5.0,9.62,51.5,3,1,152.0,20.7,64.46,24.0,SAIL,66.1090328041652,1.9
5533,9235581,,,,,2023-09-01,0.0,7.65,5.0,0.0,28.4,3,1,0.0,3.9,12.14,13.8,PORT,0.0,
5534,9235581,,,,,2023-09-02,17.25,7.65,4.0,24.0,48.0,2,0,414.0,47.2,146.98,24.0,SAIL,72.1741016360999,3.2
5535,9235581,,,,,2023-09-03,8.75,7.65,3.0,24.0,48.0,2,1,210.0,18.0,56.05,12.0,SAIL,36.6100515545434,5.4
5536,9235581,,,,,2023-09-04,13.08,7.65,3.0,24.0,48.0,2,1,314.0,30.5,94.98,24.0,SAIL,54.740743752984,2.4
5537,9235581,,,,,2023-09-05,16.67,7.65,2.0,7.2,14.4,2,1,120.0,14.3,44.53,7.2,SAIL,69.7334315324637,3.4
5538,9235581,,,,,2023-09-05,12.1,7.65,2.0,1.24,6.9,3,1,15.0,2.1,6.54,2.3,SAIL,50.6129744993688,
5539,9235581,,,,,2023-09-05,16.0,7.65,2.0,8.44,35.8,2,1,135.0,21.1,65.71,24.0,SAIL,66.924264859355,3.4
5540,9235581,,,,,2023-09-05,0.0,7.65,2.0,0.0,14.5,1,1,0.0,4.7,14.64,14.5,PORT,0.0,
5541,9235581,,,,,2023-09-06,8.7,8.2,2.0,13.8,27.6,2,1,120.0,11.5,35.81,13.8,SAIL,36.3826599299811,4.9
5542,9235581,,,,,2023-09-06,8.9,8.2,2.33,14.04,41.6,3,1,125.0,15.3,47.64,24.0,SAIL,37.2507647075127,4.9
5543,9235581,,,,,2023-09-06,0.0,8.2,2.0,0.0,11.3,3,1,0.0,3.1,9.65,9.3,PORT,0.0,
5544,9235581,,,,,2023-09-07,9.49,8.2,2.0,3.9,12.0,2,1,37.0,3.7,11.52,6.0,SAIL,39.6944148723255,3.5
5545,9235581,,,,,2023-09-07,10.26,8.2,2.0,3.12,13.2,3,1,32.0,2.9,9.03,4.4,SAIL,42.9128809430546,
5546,9235581,,,,,2023-09-07,9.83,8.2,2.0,7.02,52.4,2,1,69.0,10.9,33.94,24.0,SAIL,41.124844237094,3.5
